id,name,shortdescription,description,content,studycredit,location,contact_id,level,learningoutcomes,Rood,Groen,Blauw,Geel,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date
275,Doctor Business,"Bedrijfsanalyse, strategisch denken, advisering",Studenten leren op een strategische en integrale manier een bedrijf te analyseren en hierover te adviseren,Studenten leren op een strategische en integrale manier een bedrijf te analyseren en hierover te adviseren,15,Den Bosch,101,NLQF5,Strategisch advies geven over een bedrijfssituatie,,,,,"['bedrijfsanalyse', 'strategisch', 'denken', 'advisering']",0.66,123,5,32,2025-12-24
276,Datadriven Business,"Digitalisering, datadriven, business, besluitvorming, onderzoek","Studenten leren om data te gebruiken als bron voor besluitvorming
Studenten leren datadriven business toepassen","Studenten leren om data te gebruiken als bron voor besluitvorming
Studenten leren datadriven business toepassen",15,Den Bosch,101,NLQF5,Toepassen van datadriven business bij organisatievraagstukken,,,,,"['digitalisering', 'datadriven', 'business', 'besluitvorming', 'onderzoek']",0.8,297,1,52,2025-09-15
277,Arbeidsrecht,"juridisch, arbeidsrelaties, ethiek","Als HR professional of leidinggevende is het belangrijk om je soepel te kunnen bewegen in dit juridische speelveld. In de praktijk betekent dit dat je kennis moet hebben van de actuele ontwikkelingen op de verschillende rechtsgebieden, maar in de moderne beroepspraktijk is het zeker zo belangrijk dat je ook beschikt over de juiste vaardigheden en competenties.  In deze module is er daarom naast de theoretische component, volop ruimte voor trainingen en workshops gericht op het ontwikkelen van vaardigheden als advisering, juridisch argumenteren, en conflicthantering.","Als HR professional of leidinggevende is het belangrijk om je soepel te kunnen bewegen in dit juridische speelveld. In de praktijk betekent dit dat je kennis moet hebben van de actuele ontwikkelingen op de verschillende rechtsgebieden, maar in de moderne beroepspraktijk is het zeker zo belangrijk dat je ook beschikt over de juiste vaardigheden en competenties.  In deze module is er daarom naast de theoretische component, volop ruimte voor trainingen en workshops gericht op het ontwikkelen van vaardigheden als advisering, juridisch argumenteren, en conflicthantering.",15,Den Bosch,101,NLQF5,Nog niet bekend,,,,,"['juridisch', 'arbeidsrelaties', 'ethiek']",0.62,440,3,53,2025-11-03
278,"HRM voor niet-HRM-ers, of: Employee Experience Management","Employee Journey, Employee Experience, medewerkerstevredenheid, leidinggevenden, hrm",Studenten leren over de belangrijke bijdrage van Employee Experience aan een Duurzame Bedrijfsvoering; ideaal voor people managers in alle branches. ,Studenten leren over de belangrijke bijdrage van Employee Experience aan een Duurzame Bedrijfsvoering; ideaal voor people managers in alle branches. ,15,Breda en Den Bosch,101,NLQF5,"Na het volgen van deze module kan je met oog voor Employee Experience, de in- door- en uitstroom van medewerkers in organisaties zodanig te beinvloeden, dat zij optimaal & duurzaam bijdragen aan de doelstellingen van de organisatie.",,,,,"['employee', 'journey', 'employee', 'experience', 'medewerkerstevredenheid', 'leidinggevenden', 'hrm']",0.64,351,1,60,2025-11-28
279,Talent Acquisition & Branding,"Branding, employer branding, personal branding, recruitment, loopbaanontwikkeling.",Employer Branding en Personal Branding: hoe branding een rol speelt in wervingsstrategien van organisaties en in je eigen loopbaan.,Employer Branding en Personal Branding: hoe branding een rol speelt in wervingsstrategien van organisaties en in je eigen loopbaan.,15,Den Bosch,101,NLQF5,"Je kan op basis van een analyse een passende branding strategie opstellen voor een organisatie, waarmee de organisatie haar wervingsstrategie kracht bij kan zetten.",,,,,"['branding', 'employer', 'branding', 'personal', 'branding', 'recruitment', 'loopbaanontwikkeling']",0.58,160,3,54,2025-12-28
280,Future of …. (Finance),"Future, Technologie, Data, Duurzaam, Economisch Domein","Trends zoals circulaire economie, veranderende wet- en regelgeving, robotisering, data-mining, scenario-planning en kunstmatige intelligentie kunnen grote invloed hebben op de wijze waarop we straks werken en organiseren. In deze keuzemodule kijken we samen met vooruitstrevende bedrijven en organisaties (onze partners) hoe deze trends de rol van de professional in het economisch domein veranderen en hoe deze trends geïmplementeerd kunnen worden in de praktijk.","Trends zoals circulaire economie, veranderende wet- en regelgeving, robotisering, data-mining, scenario-planning en kunstmatige intelligentie kunnen grote invloed hebben op de wijze waarop we straks werken en organiseren. In deze keuzemodule kijken we samen met vooruitstrevende bedrijven en organisaties (onze partners) hoe deze trends de rol van de professional in het economisch domein veranderen en hoe deze trends geïmplementeerd kunnen worden in de praktijk.",30,Breda en Den Bosch,101,NLQF5,"1. Je zet acties uit bij een organisatie gericht op een trend op het gebied van finance, zodanig dat de organisatie op basis daarvan beslissingen kan nemen.
2. Je maakt de impact van een trend op het gebied van finance inzichtelijk voor verschillende doelgroepen.",,,,,"['future', 'technologie', 'data', 'duurzaam', 'economisch', 'domein']",0.32,459,4,20,2025-12-10
281,Financieel economische criminaliteit,"Criminaliteit, fraude, witwassen, bestrijding","In deze module leert de student verschillende vormen van financieel economische criminaliteit, waar verschillende organisaties in de praktijk mee te maken krijgen, herkennen. De student snapt de rol van verschillende partijen in de brede aanpak van deze vorm van criminaliteit. De student leert over relevante wet- en regelgeving, maar ook over ethiek en integriteit. ","In deze module leert de student verschillende vormen van financieel economische criminaliteit, waar verschillende organisaties in de praktijk mee te maken krijgen, herkennen. De student snapt de rol van verschillende partijen in de brede aanpak van deze vorm van criminaliteit. De student leert over relevante wet- en regelgeving, maar ook over ethiek en integriteit. ",15,Den Bosch,101,NLQF5,"1. De student herkent signalen van mogelijke financieel economische criminaliteit binnen organisaties.
2. De student onderneemt de juiste stappen, indien hij/zij signalen van mogelijke financieel economische criminaliteit oppikt.",,,,,"['criminaliteit', 'fraude', 'witwassen', 'bestrijding']",0.37,136,2,40,2025-09-28
282,"Duurzaamheid/ CSRD/ circulariteit, ",Duurzame economie,In deze module leert de student diepgaand hoe een organisatie zich kan ontwikkelen van profit-driven naar purpose-driven. Integrated reporting zoals ook voorgeschreven door CSRD  is een middel hiervoor.,In deze module leert de student diepgaand hoe een organisatie zich kan ontwikkelen van profit-driven naar purpose-driven. Integrated reporting zoals ook voorgeschreven door CSRD  is een middel hiervoor.,15,Den Bosch,101,NLQF5,De student leert wat duurzaam ondernemen is obv de CSRD. Hij weet de Kpi's die daarbij horen te vertalen naar duurzame bedrijfsmodellen en -processen.,,,,,"['duurzame', 'economie']",0.32,164,1,67,2025-11-13
283,Safety First,"sociale veiligheid, fysieke veiligheid, risico's",Het organiseren van sociale en fysieke veilige werk- of leefomgeving,Het organiseren van sociale en fysieke veilige werk- of leefomgeving,15,Den Bosch,101,NLQF5,Het organiseren van sociale en fysieke veilige werk- of leefomgeving,,,,,"['sociale', 'veiligheid', 'fysieke', 'veiligheid', 'risicos']",0.71,499,5,74,2025-10-09
289,"Studio Impact experiment, samenwerking ABE ATix, ACI?","talentontwikkeling, interdisciplinair samenwerken, etisch handelen, real-life cases,  duurzaamheid.","In Studio Impact draait alles om jouw persoonlijke ontwikkeling en groei. Hoe vergroot jij jouw impact? We dagen je uit om je talenten te ontdekken en te benutten, terwijl je tegelijkertijd de waarde van de talenten van anderen leert herkennen en erkennen. Stap voor stap groei je door te experimenteren, creëren en reflecteren.

In onze werkomgeving creëer je vanuit een stevige theoretische basis.(SDG’s het zes kapitalen model, het Tripple layerd Business Model Canvas en de inner development goals) prototypes met impact Deze combinatie van kennis en vaardigheden biedt jou een breder perspectief, helpt je om kritisch en holistisch te acteren en tegenstellingen te overbruggen.

Je werken in teams met bedrijven en onderzoekers aan vraagstukken op het snijvlak van duurzaamheid, maatschappij en ethiek. Meervoudige waardecreatie staat centraal. Tijdens de module doorloop je meerdere projcten van 1 of 2 weken. Je verbreedt en verdiept je zelf en geeft jouw eigen impact vorm","In Studio Impact draait alles om jouw persoonlijke ontwikkeling en groei. Hoe vergroot jij jouw impact? We dagen je uit om je talenten te ontdekken en te benutten, terwijl je tegelijkertijd de waarde van de talenten van anderen leert herkennen en erkennen. Stap voor stap groei je door te experimenteren, creëren en reflecteren.

In onze werkomgeving creëer je vanuit een stevige theoretische basis.(SDG’s het zes kapitalen model, het Tripple layerd Business Model Canvas en de inner development goals) prototypes met impact Deze combinatie van kennis en vaardigheden biedt jou een breder perspectief, helpt je om kritisch en holistisch te acteren en tegenstellingen te overbruggen.

Je werken in teams met bedrijven en onderzoekers aan vraagstukken op het snijvlak van duurzaamheid, maatschappij en ethiek. Meervoudige waardecreatie staat centraal. Tijdens de module doorloop je meerdere projcten van 1 of 2 weken. Je verbreedt en verdiept je zelf en geeft jouw eigen impact vorm",15,Breda,105,NLQF5,"De student demonstreert persoonlijke groei op de vijf ""Inner Development Goals"", waardoor hij in staat is om door interdisciplinair te experimenteren en te creëren op ethische en duurzame wijze tot meervoudige waardecreatie te komen. (uitkomsten kunnen vertalen naar het zes capitalen model of waardecreatiemodel van het IIRC).",,,,,"['talentontwikkeling', 'interdisciplinair', 'samenwerken', 'etisch', 'handelen', 'reallife', 'cases', 'duurzaamheid']",0.5,395,4,25,2025-10-27
290,Organizational Behavior (samenwerking HRM - IVK),"organisatiegedrag, groepsdynamica, verandermanagement, organisatiecultuur, leiderschap","Een keuzemodule OB put uit inzichten uit de (organisatie-) psychologie, sociologie, en economie om gedrag in organisaties te onderzoeken en te begrijpen.","Een keuzemodule OB put uit inzichten uit de (organisatie-) psychologie, sociologie, en economie om gedrag in organisaties te onderzoeken en te begrijpen.",30,Breda,106,NLQF5,"Studenten ontwikkelen een doorleefd begrip van verschillende opvattingen (filosofieën) rondom organisatiegedrag, en zijn hiermee in staat om een waardevolle bijdrage te kunnen leveren aan een organisatie in verandering.",,,,,"['organisatiegedrag', 'groepsdynamica', 'verandermanagement', 'organisatiecultuur', 'leiderschap']",0.63,483,1,47,2025-09-17
291,Openbare orde & Handhaving (O.O.H.),"Maatschappelijk, criminaliteit, recht, opsporing, openbare orde","Inzicht in opsporingsbevoegdheden en strafvordering, onderzoek doen naar openbare orde trends en aanpak en vaardigheden omtrent grensoverschrijdende praktijksituaties bij opsporingsambtenaren.","Inzicht in opsporingsbevoegdheden en strafvordering, onderzoek doen naar openbare orde trends en aanpak en vaardigheden omtrent grensoverschrijdende praktijksituaties bij opsporingsambtenaren.",15,Breda,107,NLQF5,Onderzoek binnen gemeenschap op objectieve en subjectieve veiligheid vd openbare orde zodanig dat hij een adviesrapport kan opstellen,,,,,"['maatschappelijk', 'criminaliteit', 'recht', 'opsporing', 'openbare', 'orde']",0.89,282,5,36,2025-12-12
292,Leiderschap (samenwerking BDK),"Leiderschapsstijlen, verandermanagement, management development, persoonlijke effectiviteit.",Leiderschap in combinatie met zelforganisatie. Leiderschapsontwikkeling. Management Development. Link met diversiteit & inclusie. Link met persoonlijk leiderschap. Link met veranderkunde. ,Leiderschap in combinatie met zelforganisatie. Leiderschapsontwikkeling. Management Development. Link met diversiteit & inclusie. Link met persoonlijk leiderschap. Link met veranderkunde. ,15,Breda,108,NLQF5,Realiseren van organisatie en gedragsverandering door het inzetten van leiderschap.,,,,,"['leiderschapsstijlen', 'verandermanagement', 'management', 'development', 'persoonlijke', 'effectiviteit']",0.46,113,1,24,2025-11-25
293,Finance for non-financials: Do you want to get a Heads-up with you start-up,,Fatima en Grainne navragen,Fatima en Grainne navragen,15,Breda en Den Bosch,109,NLQF5,Nog niet bekend,,,,,[],0.57,426,3,50,2025-11-29
294,Levensloop van een bedrijf. Van idee naar onderneming.,"ondernemingsplan, financieringsplan, fiscale levensloop, groeimodel",Navragen bij Esther,Navragen bij Esther,15,Breda,110,NLQF5,Nog niet bekend,,,,,"['ondernemingsplan', 'financieringsplan', 'fiscale', 'levensloop', 'groeimodel']",0.79,402,1,24,2025-10-14
295,De financial in zijn omgeving,,"Navragen bij Lennard, Patricia en Hilde, Ben","Navragen bij Lennard, Patricia en Hilde, Ben",15,Breda,111,NLQF5,Nog niet bekend,,,,,[],0.45,308,1,57,2025-09-25
296,Onzichtbare waarden zichtbaar maken (Marleen Jansen Groesbeek),"Meervoudige waardecreatie, duurzaam ondernemen, rapporteren , boekhouden, ESG","Tegenwoordig willen organisaties steeds vaker laten zien wat hun impact is op de maatschappij (natuur, mens en omgeving). Met deze vrije module krijgen studenten inzicht in de verschillende manieren waarop organisaties die waarden kunnen bepalen en kunnen laten zien aan de buitenwereld. Ze kunnen dit doen vanuit hun intrinsieke motivatie, maar worden nu ook gedwongen hun meervoudige waardecreatie te laten zien door nieuwe wetgeving.","Tegenwoordig willen organisaties steeds vaker laten zien wat hun impact is op de maatschappij (natuur, mens en omgeving). Met deze vrije module krijgen studenten inzicht in de verschillende manieren waarop organisaties die waarden kunnen bepalen en kunnen laten zien aan de buitenwereld. Ze kunnen dit doen vanuit hun intrinsieke motivatie, maar worden nu ook gedwongen hun meervoudige waardecreatie te laten zien door nieuwe wetgeving.",15,Breda en Den Bosch,112,NLQF5,"Studenten leggen het concept van meervoudige waardecreatie uit en koppelen dit concept aan organisaties. 
Studenten verbinden financiële en niet financiële informatie met elkaar, waardoor het maatschappelijk verdienvermogen en toekomstbestendigheid van de Nederlandse economie  zichtbaar wordt. 
Studenten onderkennen de maatschappelijke kansen en risico's voor een organisatie en geven hierover advies.",,,,,"['meervoudige', 'waardecreatie', 'duurzaam', 'ondernemen', 'rapporteren', 'boekhouden', 'esg']",0.35,255,1,22,2025-09-17
