id,name,shortdescription,description,content,studycredit,location,contact_id,level,learningoutcomes,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date,combined_text
281,financ econom crimin,crimin fraud witwas bestri,"in deze module leert de student verschillende vormen van financieel economische criminaliteit, waar verschillende organisaties in de praktijk mee te maken krijgen, herkennen. de student snapt de rol van verschillende partijen in de brede aanpak van deze vorm van criminaliteit. de student leert over relevante wet- en regelgeving, maar ook over ethiek en integriteit.","in deze module leert de student verschillende vormen van financieel economische criminaliteit, waar verschillende organisaties in de praktijk mee te maken krijgen, herkennen. de student snapt de rol van verschillende partijen in de brede aanpak van deze vorm van criminaliteit. de student leert over relevante wet- en regelgeving, maar ook over ethiek en integriteit.",15,bosch,101,nlqf5,"1. de student herkent signalen van mogelijke financieel economische criminaliteit binnen organisaties.
2. de student onderneemt de juiste stappen, indien hij/zij signalen van mogelijke financieel economische criminaliteit oppikt.",crimin fraud witwas bestri,0.37,136,2,40,2025-09-28,financ econom crimin crimin fraud witwas bestri crimin fraud witwas bestri bosch
282,duurza csrd circul,duurza econom,in deze module leert de student diepgaand hoe een organisatie zich kan ontwikkelen van profit-driven naar purpose-driven. integrated reporting zoals ook voorgeschreven door csrd  is een middel hiervoor.,in deze module leert de student diepgaand hoe een organisatie zich kan ontwikkelen van profit-driven naar purpose-driven. integrated reporting zoals ook voorgeschreven door csrd  is een middel hiervoor.,15,bosch,101,nlqf5,de student leert wat duurzaam ondernemen is obv de csrd. hij weet de kpi's die daarbij horen te vertalen naar duurzame bedrijfsmodellen en -processen.,duurza econom,0.32,164,1,67,2025-11-13,duurza csrd circul duurza econom duurza econom bosch
283,safety,sociaa veilig fysiek veilig risico,het organiseren van sociale en fysieke veilige werk- of leefomgeving,het organiseren van sociale en fysieke veilige werk- of leefomgeving,15,bosch,101,nlqf5,het organiseren van sociale en fysieke veilige werk- of leefomgeving,sociaa veilig fysiek veilig risico,0.71,499,5,74,2025-10-09,safety sociaa veilig fysiek veilig risico sociaa veilig fysiek veilig risico bosch
289,studio impact experi samenw abe atix aci,talent interd samenw etisch ophand real life case duurza,"in studio impact draait alles om jouw persoonlijke ontwikkeling en groei. hoe vergroot jij jouw impact? we dagen je uit om je talenten te ontdekken en te benutten, terwijl je tegelijkertijd de waarde van de talenten van anderen leert herkennen en erkennen. stap voor stap groei je door te experimenteren, creëren en reflecteren.

in onze werkomgeving creëer je vanuit een stevige theoretische basis.(sdg’s het zes kapitalen model, het tripple layerd business model canvas en de inner development goals) prototypes met impact deze combinatie van kennis en vaardigheden biedt jou een breder perspectief, helpt je om kritisch en holistisch te acteren en tegenstellingen te overbruggen.

je werken in teams met bedrijven en onderzoekers aan vraagstukken op het snijvlak van duurzaamheid, maatschappij en ethiek. meervoudige waardecreatie staat centraal. tijdens de module doorloop je meerdere projcten van 1 of 2 weken. je verbreedt en verdiept je zelf en geeft jouw eigen impact vorm","in studio impact draait alles om jouw persoonlijke ontwikkeling en groei. hoe vergroot jij jouw impact? we dagen je uit om je talenten te ontdekken en te benutten, terwijl je tegelijkertijd de waarde van de talenten van anderen leert herkennen en erkennen. stap voor stap groei je door te experimenteren, creëren en reflecteren.

in onze werkomgeving creëer je vanuit een stevige theoretische basis.(sdg’s het zes kapitalen model, het tripple layerd business model canvas en de inner development goals) prototypes met impact deze combinatie van kennis en vaardigheden biedt jou een breder perspectief, helpt je om kritisch en holistisch te acteren en tegenstellingen te overbruggen.

je werken in teams met bedrijven en onderzoekers aan vraagstukken op het snijvlak van duurzaamheid, maatschappij en ethiek. meervoudige waardecreatie staat centraal. tijdens de module doorloop je meerdere projcten van 1 of 2 weken. je verbreedt en verdiept je zelf en geeft jouw eigen impact vorm",15,breda,105,nlqf5,"de student demonstreert persoonlijke groei op de vijf ""inner development goals"", waardoor hij in staat is om door interdisciplinair te experimenteren en te creëren op ethische en duurzame wijze tot meervoudige waardecreatie te komen. (uitkomsten kunnen vertalen naar het zes capitalen model of waardecreatiemodel van het iirc).",talent interd samenw etisch handel realli case duurza,0.5,395,4,25,2025-10-27,studio impact experi samenw abe atix aci talent interd samenw etisch ophand real life case duurza talent interd samenw etisch handel realli case duurza breda
290,organi behavi samenw hrm ivk,organi groeps verand organi leider,"een keuzemodule ob put uit inzichten uit de (organisatie-) psychologie, sociologie, en economie om gedrag in organisaties te onderzoeken en te begrijpen.","een keuzemodule ob put uit inzichten uit de (organisatie-) psychologie, sociologie, en economie om gedrag in organisaties te onderzoeken en te begrijpen.",30,breda,106,nlqf5,"studenten ontwikkelen een doorleefd begrip van verschillende opvattingen (filosofieën) rondom organisatiegedrag, en zijn hiermee in staat om een waardevolle bijdrage te kunnen leveren aan een organisatie in verandering.",organi groeps verand organi leider,0.63,483,1,47,2025-09-17,organi behavi samenw hrm ivk organi groeps verand organi leider organi groeps verand organi leider breda
291,openba orde handha h,maatsc crimin recht opspor openba orde,"inzicht in opsporingsbevoegdheden en strafvordering, onderzoek doen naar openbare orde trends en aanpak en vaardigheden omtrent grensoverschrijdende praktijksituaties bij opsporingsambtenaren.","inzicht in opsporingsbevoegdheden en strafvordering, onderzoek doen naar openbare orde trends en aanpak en vaardigheden omtrent grensoverschrijdende praktijksituaties bij opsporingsambtenaren.",15,breda,107,nlqf5,onderzoek binnen gemeenschap op objectieve en subjectieve veiligheid vd openbare orde zodanig dat hij een adviesrapport kan opstellen,maatsc crimin recht opspor openba orde,0.89,282,5,36,2025-12-12,openba orde handha h maatsc crimin recht opspor openba orde maatsc crimin recht opspor openba orde breda
292,leider samenw bdk,leider verand manage develo persoo effect,leiderschap in combinatie met zelforganisatie. leiderschapsontwikkeling. management development. link met diversiteit & inclusie. link met persoonlijk leiderschap. link met veranderkunde.,leiderschap in combinatie met zelforganisatie. leiderschapsontwikkeling. management development. link met diversiteit & inclusie. link met persoonlijk leiderschap. link met veranderkunde.,15,breda,108,nlqf5,realiseren van organisatie en gedragsverandering door het inzetten van leiderschap.,leider verand manage develo persoo effect,0.46,113,1,24,2025-11-25,leider samenw bdk leider verand manage develo persoo effect leider verand manage develo persoo effect breda
293,financ non financ head start,fatima grainn navrag,fatima en grainne navragen,fatima en grainne navragen,15,breda bosch,109,nlqf5,ntb,,0.57,426,3,50,2025-11-29,financ non financ head start fatima grainn navrag  breda bosch
294,levens bedrij idee ondern,ondern financ fiscaa levens groeim,navragen bij esther,navragen bij esther,15,breda,110,nlqf5,ntb,ondern financ fiscaa levens groeim,0.79,402,1,24,2025-10-14,levens bedrij idee ondern ondern financ fiscaa levens groeim ondern financ fiscaa levens groeim breda
295,financ omgevi,navrag lennar patric hilde,"navragen bij lennard, patricia en hilde, ben","navragen bij lennard, patricia en hilde, ben",15,breda,111,nlqf5,ntb,,0.45,308,1,57,2025-09-25,financ omgevi navrag lennar patric hilde  breda
296,onzich waarde zichtb maken marlee jansen groesb,meervo waarde duurza ondern rappor boekho esg,"tegenwoordig willen organisaties steeds vaker laten zien wat hun impact is op de maatschappij (natuur, mens en omgeving). met deze vrije module krijgen studenten inzicht in de verschillende manieren waarop organisaties die waarden kunnen bepalen en kunnen laten zien aan de buitenwereld. ze kunnen dit doen vanuit hun intrinsieke motivatie, maar worden nu ook gedwongen hun meervoudige waardecreatie te laten zien door nieuwe wetgeving.","tegenwoordig willen organisaties steeds vaker laten zien wat hun impact is op de maatschappij (natuur, mens en omgeving). met deze vrije module krijgen studenten inzicht in de verschillende manieren waarop organisaties die waarden kunnen bepalen en kunnen laten zien aan de buitenwereld. ze kunnen dit doen vanuit hun intrinsieke motivatie, maar worden nu ook gedwongen hun meervoudige waardecreatie te laten zien door nieuwe wetgeving.",15,breda bosch,112,nlqf5,"studenten leggen het concept van meervoudige waardecreatie uit en koppelen dit concept aan organisaties. 
studenten verbinden financiële en niet financiële informatie met elkaar, waardoor het maatschappelijk verdienvermogen en toekomstbestendigheid van de nederlandse economie  zichtbaar wordt. 
studenten onderkennen de maatschappelijke kansen en risico's voor een organisatie en geven hierover advies.",meervo waarde duurza ondern rappor boekho esg,0.35,255,1,22,2025-09-17,onzich waarde zichtb maken marlee jansen groesb meervo waarde duurza ondern rappor boekho esg meervo waarde duurza ondern rappor boekho esg breda bosch
297,rappor financ inform duurza transp ondern,duurza rappor csrd accoun advise,"studenten gaan aan de slag om voor een organisatie een kpi dashboard te ontwikkelen over (niet) financiële informatie, welke in lijn ligt met csrd","studenten gaan aan de slag om voor een organisatie een kpi dashboard te ontwikkelen over (niet) financiële informatie, welke in lijn ligt met csrd",15,breda,113,nlqf5,"lu1: de student heeft kennis van duurzaamheidsverslaggeving en kan dit tot uiting brengen middels een poster presentatie (of ander soort product). 
lu2: de student analyseert het duurzaamheidsverslag van een grote organisatie en beoordeelt in hoeverre dit voldoet aan de wet- en regelgeving vanuit csrd.
lu3: de student stelt een kpi dashboard op voor een mkb-organisatie (opdrachtgevers vanuit het werkveld) op basis van de materialiteitsanalyse zodanig dat de onderneming hiervoor achteraf verantwoording kan afleggen door middel van het bestuursverslag",duurza rappor csrd accoun advise,0.49,185,4,72,2025-09-13,rappor financ inform duurza transp ondern duurza rappor csrd accoun advise duurza rappor csrd accoun advise breda
298,levens gebeur financ fiscaa juridi oogpun,financ fiscaa juridi levens gebeur,"als jongvolwassene sta je voor een aantal levensveranderende gebeurtenissen die financiële, fiscale en juridische gevolgen hebben. denk aan het aankopen van een eigen woning, samenwonen, trouwen, het krijgen van kinderen, het opbouwen van pensioen. in deze module bereiden wij studenten hier op voor, zodat zij weloverwogen keuzes kunnen maken.","als jongvolwassene sta je voor een aantal levensveranderende gebeurtenissen die financiële, fiscale en juridische gevolgen hebben. denk aan het aankopen van een eigen woning, samenwonen, trouwen, het krijgen van kinderen, het opbouwen van pensioen. in deze module bereiden wij studenten hier op voor, zodat zij weloverwogen keuzes kunnen maken.",15,breda,114,nlqf5,"1. je bent je bewust van de fiscale, financiële en juridische gevolgen van levensveranderende gebeurtenissen en je weet op basis van welke overwegingen je een weloverwogen keuze kunt maken. 2. je bent in staat om een persoonlijke financiële, fiscale en juridische planning te maken.",financ fiscaa juridi levens gebeur,0.4,48,1,42,2025-11-23,levens gebeur financ fiscaa juridi oogpun financ fiscaa juridi levens gebeur financ fiscaa juridi levens gebeur breda
