id,name,shortdescription,description,content,studycredit,location,contact_id,level,learningoutcomes,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date
344,module forensisch laboratorium onderzoek,"forensisch onderzoek, sporenanalyse, data analyse, scenario denken, strafrecht","flo gaat over het verzamelen van sporen op een (mock-up) plaat delict, het analyseren hiervan met chemische en biologische onderzoeksmethoden en het interpreteren van deze technische bewijsmiddelen. vervolgens wordt met scenariodenken geoefend om te bepalen welke gebeurtenissen het gevonden bewijs kunnen verklaren.","flo gaat over het verzamelen van sporen op een (mock-up) plaat delict, het analyseren hiervan met chemische en biologische onderzoeksmethoden en het interpreteren van deze technische bewijsmiddelen. vervolgens wordt met scenariodenken geoefend om te bepalen welke gebeurtenissen het gevonden bewijs kunnen verklaren.",15,breda en den bosch,101,nlqf5,"* learning outcome design thinking / multidisciplinary professional cooperation in research: the student works on an interdisciplinary problem related to material and energy transition in order to answer a question of an actual client together with students from other disciplines (multidisciplinary) using biomimicry and design-thinking and agile planning, while realizing how to deploy different disciplines. this shows from the group dynamics and reflection.","['forensisch', 'onderzoek', 'sporenanalyse', 'data', 'analyse', 'scenario', 'denken', 'strafrecht']",0.8,63,2,42,2025-12-03
345,chemie & gezondheid,"medicinale chemie, organische chemie, bioanalytische chemie, data chemie","chemie & gezondheid (werktitel) gaat over voeding, medicijnen","chemie & gezondheid (werktitel) gaat over voeding, medicijnen",15,breda en den bosch,101,nlqf5,ntb,"['medicinale', 'chemie', 'organische', 'chemie', 'bioanalytische', 'chemie', 'data', 'chemie']",0.45,500,1,34,2025-12-04
346,minor drug discovery,"organische chemie, biochemie, interdisciplinair, farmaceutisch onderzoek","studenten chemie en biologie doorlopen een theorie programma over eerste fasen van drug discovery,, hiervij wordt ook samengewerkt in multidisciplinaire teams. gevolgd door praktijk project specifiek voor eigen opleiding","studenten chemie en biologie doorlopen een theorie programma over eerste fasen van drug discovery,, hiervij wordt ook samengewerkt in multidisciplinaire teams. gevolgd door praktijk project specifiek voor eigen opleiding",30,breda,101,nlqf6,* learning outcome problem solving: student is able to come up with a creative solution to an interdisciplinary problem on material or energy transition. this solution is substantiated with research results (practical and theoretical) and can be illustrated in a product or a product,"['organische', 'chemie', 'biochemie', 'interdisciplinair', 'farmaceutisch', 'onderzoek']",0.77,453,2,56,2025-09-24
347,minor aquacycle: circular water technology,"water technology, circularity, water chain, reuse, multidisciplinarity","in 1st quarter, comprehensive understanding of the water chain, from precipitation, use of drinking water and process water, sewage systems, wastewater treatment to reuse, by combining a solid theoretical foundation with practical experience will be made. in the 2nd, you'll design and develop innovative systems related to circular water technology at a company. this will be done with a small multidisciplinary group of students as an internship.","in 1st quarter, comprehensive understanding of the water chain, from precipitation, use of drinking water and process water, sewage systems, wastewater treatment to reuse, by combining a solid theoretical foundation with practical experience will be made. in the 2nd, you'll design and develop innovative systems related to circular water technology at a company. this will be done with a small multidisciplinary group of students as an internship.",30,breda en den bosch,101,nlqf6,"• learning outcome - integration of theory and practice in circular water technology: the student demonstrates a comprehensive understanding of circular water technology. this includes the ability to perform area analysis, quantify available water, and apply biological, physical, and chemical purification techniques. the student will also demonstrate the ability to set up mass balances, understand sewage systems, and explore innovative technologies for water reuse. in addition to this theoretical knowledge, the student will gain practical skills, including the ability to utilize advanced modelling techniques in fluid dynamics and perform water quality analyses.","['water', 'technology', 'circularity', 'water', 'chain', 'reuse', 'multidisciplinarity']",0.54,110,3,40,2025-10-25
348,module intro to material and energy transition,"energy transition, material transition, centre of expertise, research, interdisciplinary","module 2.3. get an introduction to doing research and to the (technical) world of material and energy transition towards a sustainable world. get a chance to work on on-going research on an interdisciplinairy project in a multidisciplinary way, with students from different programs. there is freedom in the topic you work on. the module includes workshops on research and different content from energy and material science.","module 2.3. get an introduction to doing research and to the (technical) world of material and energy transition towards a sustainable world. get a chance to work on on-going research on an interdisciplinairy project in a multidisciplinary way, with students from different programs. there is freedom in the topic you work on. the module includes workshops on research and different content from energy and material science.",15,breda,101,nlqf5,"• learning outcome project: the student optimizes a part of a given water chain of a real-life project in a multidisciplinary group, based on the principles of circularity, considering water quality, water quantity and the environment. the students make one design sketch from all partial results and relate this to the relevant sdgs 6,9,11,13 and 14.","['energy', 'transition', 'material', 'transition', 'centre', 'of', 'expertise', 'research', 'interdisciplinary']",0.71,490,2,33,2025-09-09
349,minor biopolymeren/circulaire polymeren,"materiaal transitie, onderzoek als vorm van onderwijs, interdisciplinair","de minor biopolymeren is verbredend en heeft naast een procestechnologische dimensie ook een chemische dimensie, waarbij het accent ligt op verwerkingstechnologie van kunststoffen, polymeren en biopolymeren. de ontwikkeling, productie en toepassing van biopolymeren tot eindproducten en materiaaleigenschappen zijn hoofdthema in de maatschappij en het bedrijfsleven. het onderwerp wordt benaderd vanuit een duurzame invalshoek, van groot maatschappelijk belang in de komende 50 jaar.","de minor biopolymeren is verbredend en heeft naast een procestechnologische dimensie ook een chemische dimensie, waarbij het accent ligt op verwerkingstechnologie van kunststoffen, polymeren en biopolymeren. de ontwikkeling, productie en toepassing van biopolymeren tot eindproducten en materiaaleigenschappen zijn hoofdthema in de maatschappij en het bedrijfsleven. het onderwerp wordt benaderd vanuit een duurzame invalshoek, van groot maatschappelijk belang in de komende 50 jaar.",30,breda,101,nlqf6,• learning outcome internship: the student applies circular water technology knowledge and skills to a case study at a company in a multidisciplinary group. this results in a relevant professional product for the company.,"['materiaal', 'transitie', 'onderzoek', 'als', 'vorm', 'van', 'onderwijs', 'interdisciplinair']",0.71,273,2,21,2025-12-28
350,module forensisch laboratorium onderzoek,"forensisch onderzoek, sporenanalyse, data analyse, scenario denken, strafrecht","flo gaat over het verzamelen van sporen op een (mock-up) plaat delict, het analyseren hiervan met chemische en biologische onderzoeksmethoden en het interpreteren van deze technische bewijsmiddelen. vervolgens wordt met scenariodenken geoefend om te bepalen welke gebeurtenissen het gevonden bewijs kunnen verklaren.","flo gaat over het verzamelen van sporen op een (mock-up) plaat delict, het analyseren hiervan met chemische en biologische onderzoeksmethoden en het interpreteren van deze technische bewijsmiddelen. vervolgens wordt met scenariodenken geoefend om te bepalen welke gebeurtenissen het gevonden bewijs kunnen verklaren.",15,breda en den bosch,101,nlqf5,"* learning outcome design thinking / multidisciplinary professional cooperation in research: the student works on an interdisciplinary problem related to material and energy transition in order to answer a question of an actual client together with students from other disciplines (multidisciplinary) using biomimicry and design-thinking and agile planning, while realizing how to deploy different disciplines. this shows from the group dynamics and reflection.","['forensisch', 'onderzoek', 'sporenanalyse', 'data', 'analyse', 'scenario', 'denken', 'strafrecht']",0.65,62,5,30,2025-09-03
351,chemie & gezondheid,"medicinale chemie, organische chemie, bioanalytische chemie, data chemie","chemie & gezondheid (werktitel) gaat over voeding, medicijnen","chemie & gezondheid (werktitel) gaat over voeding, medicijnen",15,breda en den bosch,101,nlqf5,ntb,"['medicinale', 'chemie', 'organische', 'chemie', 'bioanalytische', 'chemie', 'data', 'chemie']",0.36,69,5,70,2025-12-24
352,minor drug discovery,"organische chemie, biochemie, interdisciplinair, farmaceutisch onderzoek","studenten chemie en biologie doorlopen een theorie programma over eerste fasen van drug discovery,, hiervij wordt ook samengewerkt in multidisciplinaire teams. gevolgd door praktijk project specifiek voor eigen opleiding","studenten chemie en biologie doorlopen een theorie programma over eerste fasen van drug discovery,, hiervij wordt ook samengewerkt in multidisciplinaire teams. gevolgd door praktijk project specifiek voor eigen opleiding",30,breda,101,nlqf6,* learning outcome problem solving: student is able to come up with a creative solution to an interdisciplinary problem on material or energy transition. this solution is substantiated with research results (practical and theoretical) and can be illustrated in a product or a product,"['organische', 'chemie', 'biochemie', 'interdisciplinair', 'farmaceutisch', 'onderzoek']",0.84,117,5,58,2025-10-01
353,data/visualisatie/automatisering (tech & data) (ct),"datavaardigheid, automatisering, programeren, sensoriek",studenten gaan opzoek naar de juiste datavisualisatie (data-warrior) om een onderzoeksvraag te kunnen beantwoorden. ze gaan een dataset analyseren/importeren/verwerken (knime/lims). afhankelijk van de opleiding komt daarbij dat ze de data vergaren bij een opstelling/experiment. hierbij past een kleine automatisering (arduino) waarbij ze leren programmeren en omgaan met sensoriek.,studenten gaan opzoek naar de juiste datavisualisatie (data-warrior) om een onderzoeksvraag te kunnen beantwoorden. ze gaan een dataset analyseren/importeren/verwerken (knime/lims). afhankelijk van de opleiding komt daarbij dat ze de data vergaren bij een opstelling/experiment. hierbij past een kleine automatisering (arduino) waarbij ze leren programmeren en omgaan met sensoriek.,15,breda en den bosch,101,nlqf5,"design.         * learning outcome material and energy transition: the student realises what is needed for the energy and material transition in order to decrease the ecological footprint of our western society by working on a circular and regenerative economy, taking into account nature and our environment as well as quality, aesthetics and human needs. this shows from the substantiation from the design. to get there, students will get 5-6 ec in theoretical background, connected to the design wheel and the biomimicry method.","['datavaardigheid', 'automatisering', 'programeren', 'sensoriek']",0.51,14,3,57,2025-10-10
